map_label,target_mode,N,M,map_name,name,family,power,multiplicity,target,target_float,target_real_float,target_imag_float,target_abs_float,error,error_float,selected,gram_error,gram_error_float
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,alpha^3,alpha,3,1,0.274625,0.274625,0.274625,0.0,0.274625,2.8615490232800607996482611095575929075981471579307239807564803658823266023097069182806926e-35,2.8615490232800607e-35,['0.274624999999999999999999999999999971384509767199392003517388904424070924018528420692760192'],1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,alpha^4,alpha,4,1,0.17850625,0.17850625,0.17850625,0.0,0.17850625,3.39386228329490274148041663047560004979911855604712833568498112431484591950752331367931556e-32,3.3938622832949026e-32,['0.17850625000000000000000000000003393862283294902741480416630475600049799118556047128335685'],1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,alpha^5,alpha,5,1,0.1160290625,0.1160290625,0.1160290625,0.0,0.1160290625,1.32961924678356135359413546182127100140432525854784423661612784315853168598300374809100426e-30,1.3296192467835614e-30,['0.116029062500000000000000000001329619246783561353594135461821271001404325258547844236616128'],1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,mu^2,mu,2,2,0.09,0.09,0.09,0.0,0.09,7.41914832207875801649516509927396713810863755778403704522658339409363091614279548454412723e-43,7.419148322078758e-43,"['0.0899999999999999999999999999999999999999999415922753147026258367057106023936287370189257841', '0.0899999999999999999999999999999999999999992580851677921241983504834900726032861891362442216']",1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,alpha^6,alpha,6,1,0.075418890625,0.075418890625,0.075418890625,0.0,0.075418890625,0.00000000000000000000000000052391988670827218532780770242369319874948605600199187519599159251503218954904237787883167,5.239198867082721e-28,['0.0754188906250000000000000005239198867082721853278077024236931987494860560019918751959915925'],1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,alpha^7,alpha,7,1,0.04902227890625,0.04902227890625,0.04902227890625,0.0,0.04902227890625,0.0000000000000000000000000115638362182223345540924303859971277433585727479629172574859543221269530598438047881489816,1.1563836218222335e-26,['0.0490222789062500000000000115638362182223345540924303859971277433585727479629172574859543221'],1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,alpha^8,alpha,8,1,0.0318644812890625,0.0318644812890625,0.0318644812890625,0.0,0.0318644812890625,0.00000000000000000000000101139865676424484703619412821045140151563003090627835989856883547823435511942122311629347,1.0113986567642448e-24,['0.0318644812890625000000010113986567642448470361941282104514015156300309062783598985688354782'],1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,mu^3,mu,3,2,0.027,0.027,0.027,0.0,0.027,0.0000000000000000000000000000217957201997781845565122435196876038682312422168124871501232425525460635056834016396098794,2.1795720199778184e-29,"['0.026999999999999999999999999997576912938939011015762569085178193645104234019837031473068235', '0.0270000000000000000000000000217957201997781845565122435196876038682312422168124871501232426']",1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,alpha^9,alpha,9,1,0.020711912837890625,0.020711912837890624,0.020711912837890624,0.0,0.020711912837890624,0.0000000000000000000000144903679416816166821321649126197602978526961592171101435018054121445821772805415562890216,1.4490367941681617e-23,['0.0207119128378906250000144903679416816166821321649126197602978526961592171101435018054121446'],1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,alpha^10,alpha,10,1,0.01346274334462890625,0.013462743344628906,0.013462743344628906,0.0,0.013462743344628906,0.00000000000000000000034260915188599467168690080902812712958553178624569723484703525300839520235687857142581934,3.4260915188599465e-22,['0.0134627433446289062503426091518859946716869008090281271295855317862456972348470352530083952'],1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,alpha^11,alpha,11,1,0.0087507831740087890625,0.00875078317400879,0.00875078317400879,0.0,0.00875078317400879,0.00000000000000000000367687146916377329924333604703896143283626498119660641458503847637289653913860389744333719,3.676871469163773e-21,['0.00875078317400878905882312853083622670075666395296103856716373501880339358541496152362710346'],1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,mu^4,mu,4,2,0.0081,0.0081,0.0081,0.0,0.0081,0.0000000000000000000359760889534940434771388481995378209695264727660253655857410892265587988040351911510371018,3.597608895349404e-20,"['0.00810000000000000002768399656900291185819935933134927592462012626721251753387559229773961707', '0.0081000000000000000359760889534940434771388481995378209695264727660253655857410892265587988']",1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,alpha^12,alpha,12,1,0.005688009063105712890625,0.005688009063105713,0.005688009063105713,0.0,0.005688009063105713,0.00000000000000000591688180251019551538109376515560628750599699938469371316912808800070173931610703534166826,5.9168818025101954e-18,['0.00568800906310570697374319748980448461890623484439371249400300061530628683087191199929826068'],1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,alpha^13,alpha,13,1,0.00369720589101871337890625,0.0036972058910187135,0.0036972058910187135,0.0,0.0036972058910187135,0.000000000000000486396165643910907483196541956241828035903765800614351290092458657853350231120082884036827,4.863961656439109e-16,['0.00369720589101822698274060608909251680345804375817196409623419938564870990754134214664976888'],1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,mu^5,mu,5,2,0.00243,0.00243,0.00243,0.0,0.00243,0.00000000000995434454404313261992242660602249669475904257259708897142185648140347638494187648090306501,9.954344544043132e-12,"['0.00243000000011774879324584335363977727459541371994135378178584550004227871800815057819101798', '0.00243000000995434454404313261992242660602249669475904257259708897142185648140347638494187648']",1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,alpha^14,alpha,14,1,0.0024031838291621636962890625,0.0024031838291621636,0.0024031838291621636,0.0,0.0024031838291621636,0.0000000000113420579067133383638729753029218071833872417547818254237191167011948623325402493011430008,1.1342057906713338e-11,['0.0024031838178201057895757241361270246970781928166127582452181745762808832988051376674597507'],1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,alpha^15,alpha,15,1,0.001562069488955406402587890625,0.0015620694889554065,0.0015620694889554065,0.0,0.0015620694889554065,0.0000000000145200078955153865126991266574869851285274771843254075288106204029736100039710017166440789,1.4520007895515387e-11,['0.00156206947443539850707250411230087334251301487147252281567459247118937959702638999602899828'],1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,alpha^16,alpha,16,1,0.00101534516782101416168212890625,0.0010153451678210142,0.0010153451678210142,0.0,0.0010153451678210142,0.00000000450457431741978808531109817713769097719398873333724223109053304404575817415767946193219514,4.504574317419788e-09,['0.00101534967239533158147021421734817713769097719398873333724223109053304404575817415767946193'],1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,mu^6,mu,6,2,0.000729,0.000729,0.000729,0.0,0.000729,0.000000117766772884373632718633640107899020908402565098061611843175599668193056518949553979629853,1.1776677288437363e-07,"['0.000729115041731254216934719707431878519977881342597577518196462116891595964012763354034872035', '0.00072888223322711562636728136635989210097909159743490193838815682440033180694348105044602037']",1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,alpha^17,alpha,17,1,0.0006599743590836592050933837890625,0.0006599743590836592,0.0006599743590836592,0.0,0.0006599743590836592,0.000000285994326287468438668988535301127656433668468801502271517012470928083637242696582360388017,2.8599432628746843e-07,['0.000659688364757371736654714800527198872343566331531198497728482987529071916362757303417639612'],1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,60,60,blaschke_mu_0p3,alpha^18,alpha,18,1,0.000428983333404378483310699462890625,0.0004289833334043785,0.0004289833334043785,0.0,0.0004289833334043785,0.00000689580207548230414558210698839231240216791097251888757581178782949150132903167192180710207,6.895802075482304e-06,['0.000435879135479860787456281569879017312402167910972518887575811787829491501329031671921807102'],1.10063862578736550099235201794717254498540291604966137030147477703825050101821707230492961e-177,1.1006386257873655e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,alpha^1,alpha,1,1,0.65,0.65,0.65,0.0,0.65,1.47461439446408249208593125840064097299957990750167523229853904635482619186077232044023606e-47,1.4746143944640825e-47,['0.649999999999999999999999999999999999999999999985253856055359175079140687415993590270004201'],1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,alpha^2,alpha,2,1,0.4225,0.4225,0.4225,0.0,0.4225,7.25612955088984582808035697615308268472473536550709966307026637511095813081374619137714332e-44,7.256129550889845e-44,['0.422500000000000000000000000000000000000000072561295508898458280803569761530826847247353655'],1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,mu^1,mu,1,2,0.3,0.3,0.3,0.0,0.3,2.29428923672142606503779193862804210397709840393596828720068718700460304423225988854787293e-81,2.294289236721426e-81,"['0.299999999999999999999999999999999999999999999999999999999999999999999999999999999695119577', '0.300000000000000000000000000000000000000000000000000000000000000000000000000000002294289237']",1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,alpha^3,alpha,3,1,0.274625,0.274625,0.274625,0.0,0.274625,1.18976556762239573070545312575526518610970888362293082420995892140689474128566412528426395e-41,1.1897655676223957e-41,['0.274625000000000000000000000000000000000011897655676223957307054531257552651861097088836229'],1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,alpha^4,alpha,4,1,0.17850625,0.17850625,0.17850625,0.0,0.17850625,3.24862800107564707918150624566391920979435122887940704952702187857862453155300681875801275e-38,3.248628001075647e-38,['0.17850625000000000000000000000000000003248628001075647079181506245663919209794351228879407'],1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,alpha^5,alpha,5,1,0.1160290625,0.1160290625,0.1160290625,0.0,0.1160290625,2.07895319331144256049662153199982427700986187814707046675813782559740545484628619515568903e-36,2.0789531933114426e-36,['0.116029062500000000000000000000000002078953193311442560496621531999824277009861878147070467'],1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,mu^2,mu,2,2,0.09,0.09,0.09,0.0,0.09,2.17879472045408289544876801062424003822721092286659167686779384969710532992144414637184004e-55,2.178794720454083e-55,"['0.0900000000000000000000000000000000000000000000000000000146717185197915713914304159435263877', '0.0900000000000000000000000000000000000000000000000000002178794720454082895448768010624240038']",1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,alpha^6,alpha,6,1,0.075418890625,0.075418890625,0.075418890625,0.0,0.075418890625,5.92743386572346683487478357385421265091632170094590467890924343258563417392021454168536837e-34,5.927433865723467e-34,['0.0754188906250000000000000000000005927433865723466834874783573854212650916321700945904678909'],1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,alpha^7,alpha,7,1,0.04902227890625,0.04902227890625,0.04902227890625,0.0,0.04902227890625,1.94113261664582276556696862646894046011381748794164916134013601267283446301858498828450562e-32,1.9411326166458229e-32,['0.0490222789062500000000000000000194113261664582276556696862646894046011381748794164916134014'],1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,alpha^8,alpha,8,1,0.0318644812890625,0.0318644812890625,0.0318644812890625,0.0,0.0318644812890625,1.24218229769385133562106970095252784526286600673988980744280770180746732741926378198314876e-30,1.2421822976938513e-30,['0.0318644812890625000000000000012421822976938513356210697009525278452628660067398898074428077'],1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,mu^3,mu,3,2,0.027,0.027,0.027,0.0,0.027,9.01374839221578852481465075295655681306529167354212485489141128970865465902814889117695589e-40,9.013748392215788e-40,"['0.0270000000000000000000000000000000000000851489892910847061387676557907794785996639157094017', '0.0269999999999999999999999999999999999990986251607784211475185349247043443186934708326457875']",1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,alpha^9,alpha,9,1,0.020711912837890625,0.020711912837890624,0.020711912837890624,0.0,0.020711912837890624,0.0000000000000000000000000000280614657700083840442758797811406310227714857173800442452558579604745385912550167522805885,2.806146577000838e-29,['0.020711912837890625000000000028061465770008384044275879781140631022771485717380044245255858'],1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,alpha^10,alpha,10,1,0.01346274334462890625,0.013462743344628906,0.013462743344628906,0.0,0.013462743344628906,0.000000000000000000000000000608291000689972284267795004445251271718468920094483081311754093980113900367452094832086259,6.082910006899723e-28,['0.013462743344628906249999999391708999310027715732204995554748728281531079905516918688245906'],1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,alpha^11,alpha,11,1,0.0087507831740087890625,0.00875078317400879,0.00875078317400879,0.0,0.00875078317400879,0.00000000000000000000000000108971390217024604224549327346223032528226440812387218099724184809624646697196567148368328,1.089713902170246e-27,['0.0087507831740087890624999989102860978297539577545067265377696747177355918761278190027581519'],1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,mu^4,mu,4,2,0.0081,0.0081,0.0081,0.0,0.0081,0.000000000000000000000000000065889757129400841999054179589636786916213942864205764216021105216680296870255033092192409,6.588975712940084e-29,"['0.00809999999999999999999999995733266409997133526278846458360503092541483835758650233402746017', '0.00809999999999999999999999993411024287059915800094582041036321308378605713579423578397889478']",1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,alpha^12,alpha,12,1,0.005688009063105712890625,0.005688009063105713,0.005688009063105713,0.0,0.005688009063105713,0.00000000000000000000000132478131345236496900983749981650046151170974595846854083342518957445619288329692856190029,1.324781313452365e-24,['0.00568800906310571289062367521868654763503099016250018349953848829025404153145916657481042554'],1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,alpha^13,alpha,13,1,0.00369720589101871337890625,0.0036972058910187135,0.0036972058910187135,0.0,0.0036972058910187135,0.00000000000000000000000310557886851852811654820691411628421983063313015272208664964477718820182149058332642803104,3.1055788685185283e-24,['0.0036972058910187133789031444211314814718834517930858837157801693668698472779133503552228118'],1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,mu^5,mu,5,2,0.00243,0.00243,0.00243,0.0,0.00243,0.000000000000000000433768575891189913120582962229274791008115859267636453259457231422760111659502493958094549,4.337685758911899e-19,"['0.00242999999999999999573780342967720054877380773168651773256391755638412176336596506234920115', '0.00242999999999999956623142410881008687941703777072520899188414073236354674054276857723988834']",1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,alpha^14,alpha,14,1,0.0024031838291621636962890625,0.0024031838291621636,0.0024031838291621636,0.0,0.0024031838291621636,0.00000000000000000050747643844386427230027171221095034041910651375574021891872964905871766248834073408156,5.074764384438643e-19,['0.00240318382916216420376550094386427230027171221095034041910651375574021891872964905871766249'],1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,alpha^15,alpha,15,1,0.001562069488955406402587890625,0.0015620694889554065,0.0015620694889554065,0.0,0.0015620694889554065,0.00000000000000000150534059051090868616170685155286512195077433507715630832102579128926654873809780880486898,1.5053405905109088e-18,['0.00156206948895540790792848113590868616170685155286512195077433507715630832102579128926654874'],1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,alpha^16,alpha,16,1,0.00101534516782101416168212890625,0.0010153451678210142,0.0010153451678210142,0.0,0.0010153451678210142,0.00000000000000152481131569739542363793797599177398144342847357178360058424338453069263710591265722688738,1.5248113156973954e-15,['0.00101534516781948935036643151082636206202400822601855657152642821639941575661546930736289409'],1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,mu^6,mu,6,2,0.000729,0.000729,0.000729,0.0,0.000729,0.0000000000000832331491854959237616159716362092605875302484429290464794927680742125395840001970013257896,8.323314918549592e-14,"['0.000728999999933279607550976763914599833930682444155183797395754866066250511257993978229790202', '0.000729000000083233149185495923761615971636209260587530248442929046479492768074212539584000197']",1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,alpha^17,alpha,17,1,0.0006599743590836592050933837890625,0.0006599743590836592,0.0006599743590836592,0.0,0.0006599743590836592,0.000000000000205261546914041689339755328170684608399533054963532150437916544168446770521676109918039753,2.0526154691404168e-13,['0.00065997435928892075200742547840225532817068460839953305496353215043791654416844677052167611'],1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,70,70,blaschke_mu_0p3,alpha^18,alpha,18,1,0.000428983333404378483310699462890625,0.0004289833334043785,0.0004289833334043785,0.0,0.0004289833334043785,0.0000000000173932463957825904114035500697908481947990304359013646830817954897243748644940767993680214,1.739324639578259e-11,['0.000428983316011132087528109051487074930209151805200969564098635316918204510275625135505923201'],1.63180245606285767774043933945408007231097531495897630466759308771361597221825764009874609e-177,1.6318024560628576e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,alpha^1,alpha,1,1,0.65,0.65,0.65,0.0,0.65,2.23171208049791235422521760991902764455606483587054282297992250862295552609917464060279614e-55,2.2317120804979123e-55,['0.649999999999999999999999999999999999999999999999999999776828791950208764577478239008097236'],2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,alpha^2,alpha,2,1,0.4225,0.4225,0.4225,0.0,0.4225,4.76770613218435215257561293936731164079660581821804313425140274812740866127385257353530896e-50,4.767706132184353e-50,['0.422500000000000000000000000000000000000000000000047677061321843521525756129393673116407966'],2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,mu^1,mu,1,2,0.3,0.3,0.3,0.0,0.3,6.07239448743901461403232642718192759838814291355792450121854467719643840795075901931409054e-98,6.072394487439015e-98,"['0.3', '0.3']",2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,alpha^3,alpha,3,1,0.274625,0.274625,0.274625,0.0,0.274625,1.47536263286763870966160410826505633237737901755754865998159779619362678237622429027985688e-47,1.4753626328676387e-47,['0.27462500000000000000000000000000000000000000001475362632867638709661604108265056332377379'],2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,alpha^4,alpha,4,1,0.17850625,0.17850625,0.17850625,0.0,0.17850625,2.01379408729048529788468794552616701275311467299353587188581450058248352881117507742106213e-44,2.0137940872904853e-44,['0.17850625000000000000000000000000000000000002013794087290485297884687945526167012753114673'],2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,alpha^5,alpha,5,1,0.1160290625,0.1160290625,0.1160290625,0.0,0.1160290625,1.83851405021973390857751810790654072228017241642993139172338079669256790337524629622777008e-42,1.8385140502197338e-42,['0.11602906250000000000000000000000000000000183851405021973390857751810790654072228017241643'],2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,mu^2,mu,2,2,0.09,0.09,0.09,0.0,0.09,1.2575219740702143357410045535123126101482239812173385059790204733519811392307687449317866e-68,1.2575219740702143e-68,"['0.0899999999999999999999999999999999999999999999999999999999999999999992598778819879292336473', '0.08999999999999999999999999999999999999999999999999999999999999999998742478025929785664259']",2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,alpha^6,alpha,6,1,0.075418890625,0.075418890625,0.075418890625,0.0,0.075418890625,4.18645729908098688081798247807312981805240153557204290615961856393578314546011355057435737e-40,4.186457299080987e-40,['0.0754188906250000000000000000000000000004186457299080986880817982478073129818052401535572043'],2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,alpha^7,alpha,7,1,0.04902227890625,0.04902227890625,0.04902227890625,0.0,0.04902227890625,1.9838888310528906670776090771788528839514359590229949330930264143339988179540335631276459e-38,1.9838888310528906e-38,['0.0490222789062500000000000000000000000198388883105289066707760907717885288395143595902299493'],2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,alpha^8,alpha,8,1,0.0318644812890625,0.0318644812890625,0.0318644812890625,0.0,0.0318644812890625,1.69258185475503245923726615907729993887075011569757148552184768664953636566815738527220534e-37,1.6925818547550325e-37,['0.0318644812890625000000000000000000001692581854755032459237266159077299938870750115697571486'],2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,mu^3,mu,3,2,0.027,0.027,0.027,0.0,0.027,6.47156991719404924113800747315061476739713271792166086728543225105538410321622990240347504e-51,6.47156991719405e-51,"['0.0269999999999999999999999999999999999999999999999994679588462634289014978952087513554669418', '0.0270000000000000000000000000000000000000000000000064715699171940492411380074731506147673971']",2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,alpha^9,alpha,9,1,0.020711912837890625,0.020711912837890624,0.020711912837890624,0.0,0.020711912837890624,1.90691079203271858114966442137725388698848506504963223771034082351831336299541644626886701e-35,1.9069107920327186e-35,['0.0207119128378906250000000000000000190691079203271858114966442137725388698848506504963223771'],2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,alpha^10,alpha,10,1,0.01346274334462890625,0.013462743344628906,0.013462743344628906,0.0,0.013462743344628906,5.79168964928277846379976144672802947446611117271625382413459238830729653750677703706499482e-33,5.791689649282779e-33,['0.0134627433446289062499999999999942083103507172215362002385532719705255338888272837461758654'],2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,alpha^11,alpha,11,1,0.0087507831740087890625,0.00875078317400879,0.00875078317400879,0.0,0.00875078317400879,6.94895538139576058144486085283827953519347432057148066358497960236508336395348110253838897e-32,6.94895538139576e-32,['0.0087507831740087890624999999999305104461860423941855513914716172046480652567942851933641502'],2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,mu^4,mu,4,2,0.0081,0.0081,0.0081,0.0,0.0081,1.83889438605948380839011572919443327715087680798537323820397297186560257235029065527357672e-38,1.8388943860594838e-38,"['0.00810000000000000000000000000000000001029870172651966639755461938769742793763841116195308905', '0.00810000000000000000000000000000000001838894386059483808390115729194433277150876807985373238']",2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,alpha^12,alpha,12,1,0.005688009063105712890625,0.005688009063105713,0.005688009063105713,0.0,0.005688009063105713,8.60330404424947086951130861255302232384180510698976871045830505426278459240207300968545318e-30,8.60330404424947e-30,['0.00568800906310571289062499999139669595575052913048869138744697767615819489301023128954169495'],2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,alpha^13,alpha,13,1,0.00369720589101871337890625,0.0036972058910187135,0.0036972058910187135,0.0,0.0036972058910187135,0.0000000000000000000000000000885232669415760437977558088272993485662815993334881823601247660177255348723651387622941693,8.852326694157604e-29,['0.00369720589101871337890624991147673305842395620224419117270065143371840066651181763987523398'],2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
blaschke_mu_0p3,exact,80,80,blaschke_mu_0p3,mu^5,mu,5,2,0.00243,0.00243,0.00243,0.0,0.00243,0.00000000000000000000000000250891227023286095116031510050371129965141471075747754683777643009919130931889608098524889,2.508912270232861e-27,"['0.00243000000000000000000000002114608475395489956195453709374279306566115415342358754574774872', '0.0024300000000000000000000025089122702328609511603151005037112996514147107574775468377764301']",2.14911075601700673054485035186971460047985568690515255534096219453229328005062670634943448e-177,2.149110756017007e-177
