map_label,target_mode,N,M,map_name,eig_index,eig,eig_re,eig_im,eig_abs,gram_error,gram_error_float
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,59,(-0.0000000690567664548312665757139222518578967945734468482059889404945613754169479640833274096203666 - 0.00000036244048543618979607715287151157637682243814837333767063798377744220165587648413686424164j),-6.905676645483126e-08,-3.624404854361898e-07,3.6896062456096586e-07,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,60,(-0.0000000690567664548312665757139222518578967945734468482059889404945613754169479640833274096203666 + 0.00000036244048543618979607715287151157637682243814837333767063798377744220165587648413686424164j),-6.905676645483126e-08,3.624404854361898e-07,3.6896062456096586e-07,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,61,(0.000000158754540765683576151062521880819109869938113893205796608866561895964796535158604474716756 - 0.000000155189998867234311969845603841725846608705785202028993446327387104745650466557956626363686j),1.5875454076568358e-07,-1.551899988672343e-07,2.2200662143759423e-07,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,62,(0.000000158754540765683576151062521880819109869938113893205796608866561895964796535158604474716756 + 0.000000155189998867234311969845603841725846608705785202028993446327387104745650466557956626363686j),1.5875454076568358e-07,1.551899988672343e-07,2.2200662143759423e-07,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,63,(0.000000101055731926005888566466821721735344941915143643789938042013481840632590014420204584729905 - 0.0000000291919085522287409367972710505857627071743245598742728390090206140042039603146071381864643j),1.0105573192600588e-07,-2.919190855222874e-08,1.0518758710048659e-07,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,64,(0.000000101055731926005888566466821721735344941915143643789938042013481840632590014420204584729905 + 0.0000000291919085522287409367972710505857627071743245598742728390090206140042039603146071381864643j),1.0105573192600588e-07,2.919190855222874e-08,1.0518758710048659e-07,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,65,(-0.00000000996146093178844652553842268383100693399733927684647207887371092194563854882660620647225867 - 0.0000000468527766708329291685480781714081179959906503934071625234846687945328216419595246346421811j),-9.961460931788447e-09,-4.6852776670832926e-08,4.7900035340931575e-08,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,66,(-0.00000000996146093178844652553842268383100693399733927684647207887371092194563854882660620647225867 + 0.0000000468527766708329291685480781714081179959906503934071625234846687945328216419595246346421811j),-9.961460931788447e-09,4.6852776670832926e-08,4.7900035340931575e-08,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,67,0.0000089906720459993804627965324210911660717686200182887129942636731381230686146943476377056555,8.99067204599938e-06,1.4312388928236448e-175,8.99067204599938e-06,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,68,(0.00000615150261238023677769752660433295141265749214166780807619018827532057742496890117354013644 - 0.00000150728617121309851358704844113612295886699878359627556973341013904418817184761115432127873j),6.1515026123802365e-06,-1.5072861712130985e-06,6.33347424341894e-06,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,69,(0.00000615150261238023677769752660433295141265749214166780807619018827532057742496890117354013644 + 0.00000150728617121309851358704844113612295886699878359627556973341013904418817184761115432127873j),6.1515026123802365e-06,1.5072861712130985e-06,6.33347424341894e-06,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,70,(0.00000334813906891851456606487972554544513290328820749140859510697760682794899023936193838965821 - 0.00000299738122224026942214614631373232511790179208040539348504002550619346270951311069867173737j),3.3481390689185145e-06,-2.9973812222402695e-06,4.493810122408057e-06,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,71,(0.00000334813906891851456606487972554544513290328820749140859510697760682794899023936193838965821 + 0.00000299738122224026942214614631373232511790179208040539348504002550619346270951311069867173737j),3.3481390689185145e-06,2.9973812222402695e-06,4.493810122408057e-06,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,72,(0.000000933870625500145182860676277650649083535355516724875957422653370002952073992382763156884354 - 0.00000304309236049204564422469973113584002486173677227948338118142710874417603725599943624526666j),9.338706255001451e-07,-3.0430923604920456e-06,3.183162807595157e-06,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,73,(0.000000933870625500145182860676277650649083535355516724875957422653370002952073992382763156884354 + 0.00000304309236049204564422469973113584002486173677227948338118142710874417603725599943624526666j),9.338706255001451e-07,3.0430923604920456e-06,3.183162807595157e-06,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,74,(-0.00000063474880754490462929994923488165566754061626805158577414231121618104919035268537270233583 - 0.00000214043553223806783441367106178656818850343575840842764587713749583968245799206931299150855j),-6.347488075449046e-07,-2.140435532238068e-06,2.2325703384993134e-06,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,75,(-0.00000063474880754490462929994923488165566754061626805158577414231121618104919035268537270233583 + 0.00000214043553223806783441367106178656818850343575840842764587713749583968245799206931299150855j),-6.347488075449046e-07,2.140435532238068e-06,2.2325703384993134e-06,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,76,(-0.00000123270890300397889666362061827629345510302082772522587621948831880551087896698864655687476 - 0.000000927294429135984554086656567402628129266686092618495779572708278234444355315884915280813004j),-1.2327089030039788e-06,-9.272944291359846e-07,1.5425453633044003e-06,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,77,(-0.00000123270890300397889666362061827629345510302082772522587621948831880551087896698864655687476 + 0.000000927294429135984554086656567402628129266686092618495779572708278234444355315884915280813004j),-1.2327089030039788e-06,9.272944291359846e-07,1.5425453633044003e-06,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,78,-0.00000114967738167202369473004932851339510000100270159750907671317898165784233300631072234851586,-1.1496773816720236e-06,-3.2962812114992265e-179,1.1496773816720236e-06,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,79,-0.000000725346042952056147271677927196511143604040200193305121896363113785544452412840255939214046,-7.253460429520561e-07,2.767503901066499e-179,7.253460429520561e-07,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,80,(-0.000000404925754795826827647650687457944833338696341839224486982979190776240258085761384489355681 - 0.000000302088189365520889580728709894291450946681940285068309281871642804999143153475972666415147j),-4.049257547958268e-07,-3.020881893655209e-07,5.051951514524946e-07,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,81,(-0.000000404925754795826827647650687457944833338696341839224486982979190776240258085761384489355681 + 0.000000302088189365520889580728709894291450946681940285068309281871642804999143153475972666415147j),-4.049257547958268e-07,3.020881893655209e-07,5.051951514524946e-07,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,82,(-0.0000000242541484705925656154370021229142596417884761085542838680438561434018234753165214945496989 - 0.000000315919689400394230737836326965818260435750392608892544000735455619034286714402509685869651j),-2.4254148470592567e-08,-3.1591968940039424e-07,3.168493551656293e-07,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,83,(-0.0000000242541484705925656154370021229142596417884761085542838680438561434018234753165214945496989 + 0.000000315919689400394230737836326965818260435750392608892544000735455619034286714402509685869651j),-2.4254148470592567e-08,3.1591968940039424e-07,3.168493551656293e-07,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,84,(0.000000151240332214387505307406876720496809237948831436554621665491497904996389604158005334567196 - 0.000000117667399581904008316068384609319619287620437158608221489732328803475588820645826104842353j),1.5124033221438752e-07,-1.1766739958190401e-07,1.9162268919072647e-07,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,85,(0.000000151240332214387505307406876720496809237948831436554621665491497904996389604158005334567196 + 0.000000117667399581904008316068384609319619287620437158608221489732328803475588820645826104842353j),1.5124033221438752e-07,1.1766739958190401e-07,1.9162268919072647e-07,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,86,(0.0000000795954068007697148156833362143558215094477143706188059064420938547754876489819211156815718 - 0.000000036065138988988227391066939843192441603145635004709981198391576771924262812244881599185701j),7.959540680076971e-08,-3.606513898898823e-08,8.738491308043429e-08,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,87,(0.0000000795954068007697148156833362143558215094477143706188059064420938547754876489819211156815718 + 0.000000036065138988988227391066939843192441603145635004709981198391576771924262812244881599185701j),7.959540680076971e-08,3.606513898898823e-08,8.738491308043429e-08,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,88,(-0.0000000138103971332293291402000738918925697043327262522676314833001864081839351368475968279883669 - 0.0000000382453553937986313070940157762425480174298847974413928893149115276726494948718373915805137j),-1.381039713322933e-08,-3.8245355393798634e-08,4.0662443091573714e-08,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,90,90,blaschke_mu_0p3,89,(-0.0000000138103971332293291402000738918925697043327262522676314833001864081839351368475968279883669 + 0.0000000382453553937986313070940157762425480174298847974413928893149115276726494948718373915805137j),-1.381039713322933e-08,3.8245355393798634e-08,4.0662443091573714e-08,2.22430198857389882207716322595744253629524908898989827553402087136340676668872677453114725e-177,2.224301988573899e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,0,1.0,1.0,-5.509614695918623e-182,1.0,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,1,0.422500000000000000000000000000000000000000000000000000000000006015873376087107154401789833,0.4225,1.2129034692714798e-181,0.4225,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,2,0.650000000000000000000000000000000000000000000000000000000000000000399818525447466615460698,0.65,-2.4072433663568566e-181,0.65,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,3,0.3,0.3,-2.5398007902401336e-182,0.3,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,4,0.3,0.3,6.547527838789004e-183,0.3,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,5,0.178506250000000000000000000000000000000000000000000000002630221409185746658964531241251742,0.17850625,-2.5155619537675568e-182,0.17850625,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,6,0.274625000000000000000000000000000000000000000000000000000003525308347662504767913074184433,0.274625,9.231866907073225e-182,0.274625,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,7,0.0754188906249999999999999999999999999999999999999999389879882362164889057492822456730019613,0.075418890625,3.793750864955998e-182,0.075418890625,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,8,0.09,0.09,-3.020179767989063e-182,0.09,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,9,0.09,0.09,-4.4924703378368795e-182,0.09,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,10,0.116029062500000000000000000000000000000000000000000000467917510164334253547287442522836175,0.1160290625,-2.3417338259999495e-182,0.1160290625,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,11,0.0318644812890624999999999999999999999999999999955283131578400676717609308535185029640689377,0.0318644812890625,4.572856763312749e-183,0.0318644812890625,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,12,0.0490222789062499999999999999999999999999999999999997724548625087014945655421891289505756575,0.04902227890625,-9.696315525387695e-183,0.04902227890625,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,13,0.0134627433446289062499999999999999999999999691894798556781521725892527268585027701746649289,0.013462743344628906,-2.4073511892420448e-183,0.013462743344628906,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,14,0.0270000000000000000000000000000000000000000000000000000000000000000000000045698117923230422,0.027,1.5723526422948512e-182,0.027,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,15,0.0269999999999999999999999999999999999999999999999999999999999999999999999997012361384423243,0.027,1.9713192244866584e-182,0.027,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,16,0.0207119128378906249999999999999999999999999998611689394327861287683422531687369909283778386,0.020711912837890624,-4.9277038894036355e-183,0.020711912837890624,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,17,0.00568800906310571289062499999999999999995102002193444284630075213536579871131793696050799742,0.005688009063105713,1.227632963232466e-183,0.005688009063105713,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,18,0.0081000000000000000000000000000000000000000000000000000000149733513919735622913519219032122,0.0081,-1.6377865060882562e-182,0.0081,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,19,0.00810000000000000000000000000000000000000000000000000000000661985655018530142051625629000558,0.0081,5.6358768036323754e-183,0.0081,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,20,0.00875078317400878906249999999999999999999928256184003263204681974947441289890908304865615035,0.00875078317400879,-4.8004688629147594e-182,0.00875078317400879,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,21,0.00240318382916216369628906250000000000052097413659509895482839887843637146257330016293002642,0.0024031838291621636,-1.5602514259671626e-183,0.0024031838291621636,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,22,0.00369720589101871337890624999999999999906781879669620350502385085014190699707974864081984547,0.0036972058910187135,2.6110876500561872e-182,0.0036972058910187135,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,23,0.00243000000000000000000000000000000000000000066199706400975357227942664712385754509962201807,0.00243,-3.1196577426238193e-183,0.00243,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,24,0.00101534516782101416168212890625003771883179849468113034749400185576315138367730146819734054,0.0010153451678210142,-1.770650700662949e-184,0.0010153451678210142,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,25,0.00243000000000000000000000000000000000000000000436223039729718717697766304670816725802484828,0.00243,-4.229923442905854e-183,0.00243,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,26,0.000728999999999999999999999999999999738889847144866169411505480521301185021321120874842061415,0.000729,-7.58112599744269e-183,0.000729,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,27,0.00156206948895540640258789062499999983291381845628813433482492510403481178023051603123056055,0.0015620694889554065,1.4139077253709362e-182,0.0015620694889554065,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,28,0.000428983333404378483310699462913503567574163615090300591244973936719563892165343729882003508,0.0004289833334043785,-4.4720250621447237e-184,0.0004289833334043785,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,29,0.000729000000000000000000000000000000137281024782343693662828353278327376089804995065637387433,0.000729,-3.958178196213408e-182,0.000729,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,30,0.000659974359083659205093383789062781203452746429854155157365998903637790559654162100980295983,0.0006599743590836592,-7.223157970389042e-183,0.0006599743590836592,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,31,0.000181245458363349909198771584463223288681572377849922603386201695509041188067816477348274367,0.0001812454583633499,-2.320187363207398e-184,0.0001812454583633499,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,32,0.00021869999999999999999999992554037629316247075854430428890791812544992128847581080355195573,0.0002187,8.316846740557187e-183,0.0002187,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,33,0.000278839166712846014151954651399688000767931621400070193064176921914111779068143723652902967,0.000278839166712846,-1.635782012281997e-180,0.000278839166712846,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,34,0.0000765762061585153365114281831441776437771598552058791670745601559189022596513702152144349801,7.657620615851534e-05,1.4515850007035587e-183,7.657620615851534e-05,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,35,0.000218699999999999999999999985475280332674972544781846378954548175326619365636695780234920447,0.0002187,4.380793175470521e-180,0.0002187,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,36,0.0000656100000000000008810345108173624842655134902053734788795469104951524784393216268231836698,6.561e-05,-2.7933377841449805e-184,6.561e-05,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,37,0.000117809547936177440979248964813078482577501136791806493307656208289261711886114526244069044,0.00011780954793617744,-1.6131576136883318e-179,0.00011780954793617744,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,38,0.0000323534471019712785285763313346328219727037923984397003481890116572923994438288523415794474,3.235344710197128e-05,2.27134256948277e-183,3.235344710197128e-05,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,39,0.000065609999999999999843494410321046248672917743466905601151637823215625538025876584373493867,6.561e-05,-2.566599891177149e-178,6.561e-05,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,40,0.0000136693313839701844041331706572128386592100988541342397775877139699807333737548379900438987,1.3669331383970184e-05,2.4954887276836086e-183,1.3669331383970184e-05,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,41,0.0000497745340030349730351625973628319121338705757487572082663672459613372870089294495854777789,4.9774534003034976e-05,1.4347911990051106e-177,4.9774534003034976e-05,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,42,0.000019683000000452630504248800724253813420531916320139923685178271238308552443497661007714583,1.9683000000452632e-05,8.62584066501538e-184,1.9683000000452632e-05,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,43,0.00000577442054893293457758136342829973808773881657156093304970099203578579579520131873205695857,5.7744205489329345e-06,1.5001976854833096e-183,5.7744205489329345e-06,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,44,0.00000590561268641960600383752366832326120559161708428392332604232145503742990166442971301812162,5.905612686419606e-06,-3.0454186718037673e-184,5.905612686419606e-06,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,45,0.0000210297406159878762663703663083803831559193860402649730177732169224732381733066651049772624,2.1029740615987878e-05,-2.326223589153293e-175,2.1029740615987878e-05,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,46,0.0000196830000006014928849311797239128159434669874676768359065670614526289928742796772982255687,1.9683000000601493e-05,2.9141039630338925e-175,1.9683000000601493e-05,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,47,0.00000251864518214361503011735427431502981070825380458713261611967938860497329743674354540646291,2.518645182143615e-06,1.0031890669606446e-182,2.518645182143615e-06,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,48,0.00000888506502974630692171780501328258031572184310418810397143477308416171767435526521675528144,8.885065029746306e-06,-3.679828794093365e-175,8.885065029746306e-06,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,49,(0.00000184014394306024899716246658450868484092605161780123069902223952054780242877257347921539257 - 0.000000519669677333500406193587191651827622814854288104684839117596935991932503649184047083752172j),1.840143943060249e-06,-5.196696773335004e-07,1.9121156619622216e-06,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,50,(0.00000184014394306024899716246658450868484092605161780123069902223952054780242877257347921539257 + 0.000000519669677333500406193587191651827622814854288104684839117596935991932503649184047083752172j),1.840143943060249e-06,5.196696773335004e-07,1.9121156619622216e-06,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,51,(0.000000971438033459058714517678975171138325594130971824742905215842873651221747385688152974486984 - 0.000000935838314650355040304633434122109355601023207642805084400719640317836150322155973458503173j),9.714380334590588e-07,-9.35838314650355e-07,1.3488829467446092e-06,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,52,(0.000000971438033459058714517678975171138325594130971824742905215842873651221747385688152974486984 + 0.000000935838314650355040304633434122109355601023207642805084400719640317836150322155973458503173j),9.714380334590588e-07,9.35838314650355e-07,1.3488829467446092e-06,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,53,0.00000590492195448249469647770084213798263000602545171591348267362301692680967610245830534824224,5.904921954482494e-06,2.2589152961950914e-175,5.904921954482494e-06,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,54,(0.000000251184371315405379405025939187468614385222462888883162317355493730743971031939517180670249 - 0.000000923508439879813604358670409008233989944482559939321866091171253465833495969602522542641063j),2.511843713154054e-07,-9.235084398798136e-07,9.570587374463297e-07,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
blaschke_mu_0p3,exact,100,100,blaschke_mu_0p3,55,(0.000000251184371315405379405025939187468614385222462888883162317355493730743971031939517180670249 + 0.000000923508439879813604358670409008233989944482559939321866091171253465833495969602522542641063j),2.511843713154054e-07,9.235084398798136e-07,9.570587374463297e-07,4.44820095539165646459041712619704765666534375380351464978650878539080829922524278248266012e-177,4.4482009553916565e-177
